Unnamed: 0,country,year,population,yearly_%_change,migrants,median_age,fertility_rate,density(P/Km²),urban_pop_%,rank
3418,141,1990,311866,2.87,-1701.0,17.0,6.13,11,13.7,174
3293,136,1990,9517675,0.56,-5498.0,33.2,2.23,109,50.4,72
2637,109,1985,3268236,0.76,-582.0,29.5,1.97,12,83.7,120
3195,132,2019,197097,0.49,-2803.0,21.1,4.11,70,18.2,188
2515,103,1970,9022741,2.34,-4700.0,18.4,6.71,11,9.1,57
1332,54,1985,827108,2.63,1000.0,19.9,5.72,3,62.6,152
3869,165,1980,2876808,2.64,-1014.0,18.7,5.6,6,47.1,123
4058,172,2015,271130,2.8,357.0,20.8,4.0,22,24.4,183
1489,60,2000,422051,0.89,-595.0,32.2,2.1,250,99.0,171
1029,41,1985,425613,3.47,2000.0,17.2,6.45,18,74.9,162
3579,150,1995,441851,1.75,-1039.0,23.6,3.19,3,66.4,167
3685,156,2005,6789321,1.78,-28988.0,19.8,3.72,49,26.8,98
3829,163,2000,9708350,1.25,-7961.0,25.1,2.34,62,63.4,80
1357,56,2020,3989167,-0.19,-10000.0,38.3,2.06,57,58.1,132
1515,61,1960,66742,1.28,-910.0,21.2,5.83,124,50.1,188
138,4,1965,58698,1.63,-376.0,17.8,4.3,133,37.9,194
2088,86,1965,1733306,3.66,9178.0,18.5,7.3,1,33.7,132
2195,90,1965,4134460,2.47,0.0,18.1,7.0,44,4.8,89
948,37,2018,1189265,0.81,5000.0,35.4,1.37,129,66.8,158
4062,172,1995,168158,2.79,-190.0,18.5,4.83,14,20.2,185
1854,74,1965,1756511,1.52,-28788.0,18.6,5.64,162,37.5,122
3568,149,1960,7544491,2.87,0.0,17.5,6.65,4,10.7,59
1810,73,2005,6529479,1.89,20587.0,28.7,2.91,302,92.5,100
638,26,1975,7451054,2.71,-500.0,18.4,6.31,16,27.3,70
2844,118,2015,3968487,1.73,5621.0,28.4,2.6,53,66.7,131
2313,95,2000,2630219,2.6,-8801.0,17.9,5.52,3,39.2,137
3015,127,1970,462025,3.41,2461.0,17.1,5.67,185,41.7,158
3407,140,1955,1527205,0.72,-4000.0,28.2,2.68,76,23.8,124
3826,163,2015,11179949,1.0,-30000.0,31.3,2.25,72,68.6,79
1061,42,2000,8471321,1.61,-30029.0,22.5,2.95,175,62.4,84
2609,108,2019,282750,0.98,502.0,32.3,2.14,15,71.3,184
4175,177,1965,3570464,3.06,-7066.0,16.4,7.25,5,23.3,99
3288,136,2015,8876777,-0.26,5912.0,40.5,1.46,101,55.5,96
2086,86,1975,2645139,4.39,11733.0,16.1,8.1,2,62.8,122
3737,159,2015,1196302,1.81,-5606.0,19.6,4.4,80,30.6,156
3180,131,2016,109459,0.28,-200.0,31.9,1.99,281,51.5,196
1636,67,1980,3678279,3.13,-10200.0,16.2,6.6,33,34.9,109
1606,66,1955,3514074,1.76,-6000.0,20.0,6.3,128,13.8,85
2054,84,1955,766763,1.7,-4000.0,18.3,5.84,25,2.1,141
586,23,1965,3094379,2.03,-16998.0,17.6,7.05,120,2.3,103
2678,111,1960,3388764,2.77,-5025.0,15.8,7.4,3,5.8,93
1554,63,2019,12771246,2.88,-4000.0,17.3,5.05,52,38.3,75
3284,136,2019,8772235,-0.35,4000.0,40.7,1.46,100,56.0,99
3583,150,1975,359226,-0.48,-11364.0,16.1,5.29,2,54.3,161
3128,130,2016,180024,0.5,0.0,32.8,1.49,295,18.4,189
2214,91,1960,8156347,2.99,-12568.0,17.6,6.38,25,26.6,52
611,25,2016,15766292,1.58,-30000.0,24.3,2.66,89,22.6,70
730,28,1955,2735198,1.8,0.0,20.7,6.1,2,5.5,98
1062,42,1995,7819247,1.85,-28831.0,21.4,3.27,162,58.1,85
1664,68,2016,9752975,-0.26,6000.0,42.0,1.36,108,70.8,90
3324,138,2015,7171914,2.25,-4200.0,18.7,4.84,99,41.2,105
3318,137,1955,38955,1.41,-475.0,24.1,5.0,85,27.4,198
548,21,1975,8738392,0.54,-8679.0,33.7,2.16,80,57.6,63
3756,160,2010,6421679,2.73,-2120.0,18.5,5.04,118,38.0,104
2074,86,2019,6777452,1.48,-1999.0,27.4,2.41,4,77.9,109
1965,80,2020,6524195,1.69,-4000.0,26.0,3.0,34,35.6,111
3390,140,2020,2078938,0.01,2000.0,44.5,1.6,103,55.2,149
328,12,2005,9562088,-0.64,-1276.0,38.1,1.26,47,72.8,82
2722,113,2005,23904167,0.84,-3438.0,31.5,2.0,199,59.8,46
15,0,1965,9956320,2.05,-4000.0,18.4,7.45,15,9.9,48
1979,80,1970,2969851,2.94,20837.0,19.4,5.21,15,37.5,107
1054,42,2019,10738958,1.05,-30000.0,26.8,2.43,222,83.8,85
2632,109,2010,4370062,1.11,12483.0,36.6,2.14,17,86.2,122
607,25,2020,16718965,1.41,-30000.0,25.6,2.52,95,24.2,71
3415,141,2005,469918,2.63,-1689.0,19.1,4.6,17,17.8,169
519,20,2018,428963,1.06,0.0,30.4,1.98,81,78.6,175
707,27,1980,2199356,2.35,-200.0,18.8,5.9,4,35.1,131
2454,101,2010,624275,0.25,-137.0,36.4,1.82,46,64.1,166
2795,116,1995,2204277,4.0,20940.0,20.9,6.27,7,71.7,139
857,32,2019,5047561,0.96,4200.0,31.7,1.83,99,79.3,120
525,20,2000,333165,2.32,838.0,25.5,2.51,63,71.2,175
3825,163,2016,11303945,1.11,-4000.0,31.6,2.24,73,68.9,79
2358,97,1955,18985,4.63,524.0,22.7,7.91,51,11.9,210
463,18,1955,2936309,1.99,-10000.0,20.8,4.82,58,16.2,94
3550,148,1960,1069320,1.6,-13591.0,16.8,7.38,178,44.0,137
3319,138,2020,7976983,2.1,-4200.0,19.4,4.32,111,43.3,103
4036,171,2019,32981716,1.56,-8863.0,26.5,2.43,78,50.2,42
3785,161,2020,105695,1.15,-800.0,22.4,3.58,147,24.3,198
1408,57,1965,7739473,3.13,6000.0,17.7,6.84,34,26.0,66
1105,44,1960,26632894,2.78,-10020.0,19.9,6.75,27,38.4,22
816,30,1975,257290,2.26,-1100.0,17.5,7.05,138,21.2,169
527,20,1990,258721,2.88,737.0,23.1,3.47,49,66.5,176
2050,84,1975,1160792,2.44,-4810.0,16.9,5.8,38,10.7,143
1368,56,1985,5211454,0.76,-9565.0,29.8,2.27,75,54.2,95
2624,108,1960,78056,2.87,491.0,22.0,5.22,4,37.4,187
469,19,2015,2120716,1.31,-14628.0,23.0,3.01,4,70.0,144
814,30,1985,355337,2.91,-900.0,17.2,7.05,191,25.5,167
2935,123,2010,38329781,-0.02,-35691.0,38.1,1.37,125,60.9,33
2949,124,2018,10256193,-0.31,-6000.0,44.3,1.28,112,65.4,88
2394,98,1955,171107,1.92,-1000.0,20.2,6.25,54,33.6,199
568,22,1965,5174870,1.39,-28945.0,18.8,6.35,19,5.2,74
2180,90,2020,19129952,2.69,-16053.0,18.1,4.25,203,18.5,62
1562,63,1995,7269625,2.73,-26995.0,17.0,6.51,30,31.9,90
826,31,2015,4856095,2.59,-12000.0,18.9,4.7,14,67.4,119
4070,172,1955,54921,2.86,-179.0,16.8,7.6,5,9.5,191
1751,71,2019,39309783,2.28,7834.0,20.2,4.13,91,72.7,36
4068,172,1965,74270,3.12,-130.0,16.8,7.0,6,11.3,191
1307,53,2016,274575,0.53,-1000.0,31.9,2.02,75,63.0,183
3176,131,2020,110940,0.32,-200.0,32.9,1.9,284,52.9,196
620,25,1975,7524447,1.47,-25000.0,17.6,6.16,43,4.5,69
3375,139,2017,5447900,0.11,1485.0,39.6,1.4,113,53.7,117
3732,159,2020,1318445,1.96,-5385.0,20.8,4.1,89,32.8,156
969,38,2015,10601397,0.12,11999.0,41.4,1.48,137,73.5,84
2314,95,1995,2313630,2.61,-8924.0,17.6,5.72,2,38.9,137
636,26,1985,10070806,3.16,-3300.0,17.1,6.7,21,36.2,61
382,15,2005,7982225,3.06,5001.0,17.6,5.78,71,40.5,92
370,14,1975,133260,1.75,-2133.0,16.0,6.25,6,50.2,182
4104,174,1965,37858951,2.99,0.0,19.2,6.42,122,16.4,18
3391,140,2019,2078654,0.04,2000.0,43.3,1.58,103,54.9,149
1747,70,1965,24954873,2.64,-1568.0,18.0,6.91,15,37.1,27
1442,58,1970,8663571,0.49,-37425.0,32.3,2.55,67,64.2,61
387,15,1980,3717165,2.63,-3879.0,17.7,7.0,33,27.3,107
1129,46,2016,1215180,3.99,16000.0,22.2,4.9,43,71.5,157
351,13,1980,9868995,0.2,14705.0,34.3,1.7,326,95.4,58
358,14,2019,390353,1.9,1200.0,24.0,2.53,17,45.9,177
1782,72,1970,2908421,0.59,-11456.0,26.4,3.86,42,52.0,110
526,20,1995,297114,2.81,954.0,24.0,3.08,56,68.7,175
1124,45,1955,2432880,2.03,-12430.0,18.1,6.36,117,37.4,107
3604,151,1960,336583,2.12,-1610.0,17.1,6.7,20,4.1,157
1924,77,1975,13575907,3.74,-3583.0,15.1,7.99,24,12.8,45
2139,88,1975,353983,0.83,3057.0,35.0,1.72,137,77.3,162
702,27,2005,4038382,2.1,-4881.0,18.0,5.45,6,38.9,125
439,17,1985,6179460,2.06,-14734.0,19.7,5.3,6,50.8,90
1076,43,2015,16212020,1.55,-7600.0,26.5,2.56,65,63.1,68
3691,156,1975,3390941,2.96,5607.0,17.6,6.83,24,35.5,106
2769,115,2019,5378857,0.77,28000.0,39.3,1.79,15,83.0,119
2679,111,1955,2955541,2.92,1000.0,15.6,7.3,2,5.3,93
4056,172,2017,285510,2.58,120.0,20.8,3.96,23,24.3,182
1499,61,2020,168775,0.89,-506.0,31.4,2.32,313,94.9,191
1254,51,2015,5481122,0.43,16283.0,42.5,1.77,18,85.2,116
323,12,2018,9452617,0.03,8730.0,39.7,1.66,47,78.6,95
961,37,1965,580966,0.28,-8605.0,23.4,3.44,63,38.2,148
1690,69,1980,228262,0.92,-786.0,26.9,2.45,2,88.3,175
602,24,1975,270247,0.12,-6981.0,15.8,6.86,67,21.6,167
1369,56,1980,5017833,0.58,-19089.0,29.1,2.39,72,52.5,93
2121,87,1975,3298879,1.01,7556.0,31.5,2.3,53,55.7,107
2641,109,1965,2626645,2.06,10878.0,25.8,3.85,10,78.9,112
4130,175,2010,480274,1.88,1058.0,25.5,2.55,2,86.3,172
3010,127,1995,673541,1.98,1918.0,26.1,2.41,269,86.1,159
1674,68,1970,10366105,0.38,3146.0,34.2,1.98,115,60.1,50
1296,52,1985,86439,5.23,2155.0,23.8,3.58,1,72.7,195
30,1,1980,2682690,2.15,-20.0,21.4,3.9,98,33.7,125
1982,80,1955,1904062,1.82,3505.0,25.3,4.36,10,30.6,115
542,21,2005,7686962,-0.79,-17100.0,41.1,1.25,71,70.6,93
2084,86,1985,3873781,3.77,22676.0,17.4,6.68,2,75.5,112
3591,151,2017,1124805,0.97,-8353.0,19.9,3.11,65,28.7,159
3818,162,1965,911737,1.46,-11359.0,18.2,5.04,178,38.5,142
1026,41,2000,717584,2.62,1998.0,19.3,4.81,31,76.5,160
1174,48,1975,1422043,0.89,6116.0,34.3,2.15,34,67.6,140
2011,82,1990,2664439,0.64,8382.0,34.7,2.16,43,69.2,131
2140,88,1970,339668,0.57,1184.0,35.4,2.19,131,74.4,161
893,34,2019,4130304,-0.63,-8001.0,43.3,1.48,74,57.4,130
3601,151,1975,499763,2.99,-2285.0,15.6,6.87,29,14.5,159
416,16,2010,685503,1.11,-2194.0,23.3,2.55,18,36.9,165
1990,81,2005,5751676,1.56,-29620.0,19.1,3.9,25,27.2,106
3232,133,2017,207089,1.9,-1680.0,18.3,4.55,216,71.0,187
2398,99,2017,4059684,-0.16,-1387.0,36.0,1.27,124,42.5,130
3596,151,2000,1005435,1.64,-5169.0,17.7,4.14,58,24.0,154
2868,119,1985,4081030,2.7,2141.0,18.2,5.47,9,13.0,109
2012,82,1985,2580758,0.47,6152.0,34.7,2.03,41,68.6,130
3242,133,1975,83138,2.2,-502.0,16.0,6.52,87,31.4,193
3794,161,1995,95976,0.19,-2196.0,19.8,4.62,133,22.9,197
2081,86,2000,5357891,1.6,-11474.0,22.1,3.2,3,76.4,104
1069,42,1960,3294224,3.44,-6344.0,16.0,7.64,68,30.2,94
2178,89,1960,5099373,2.34,0.0,19.2,7.3,9,10.6,73
3266,135,2019,16296364,2.79,-20000.0,18.2,4.93,85,49.0,71
3814,162,1985,1170285,1.53,-6734.0,22.7,3.28,228,53.2,148
3295,136,1980,8908294,0.95,1536.0,30.9,2.37,102,46.1,65
1890,75,1965,1173606,4.69,7143.0,17.4,8.0,13,54.2,144
4173,177,1975,4943283,3.42,-4000.0,15.7,7.4,7,35.1,89
1886,75,1985,2900049,4.05,16331.0,16.3,7.05,33,66.9,126
1676,68,1960,10000994,0.35,-34863.0,32.2,2.32,110,55.9,43
1468,59,2015,109599,0.63,-200.0,30.6,2.18,322,35.1,194
128,4,2015,93566,1.23,189.0,32.6,2.0,213,26.7,201
2355,97,1970,36969,3.9,91.0,16.7,7.91,99,25.1,207
528,20,1985,224449,2.97,724.0,21.2,3.79,43,65.7,178
2465,101,1955,443795,2.37,2000.0,22.2,4.35,33,15.5,153
1531,62,1970,5621792,2.91,-8254.0,16.9,6.7,52,35.5,78
238,9,2005,8538605,1.0,7305.0,27.1,1.9,103,52.4,90
2535,104,1960,21736942,2.14,0.0,20.5,6.0,33,18.6,27
1969,80,2016,6074330,1.93,-4000.0,25.3,3.24,32,35.2,112
2188,90,2000,11148758,2.52,-11833.0,16.9,6.2,118,14.9,69
244,9,1975,5674133,1.84,-10093.0,19.1,4.6,69,51.9,81
2310,95,2015,4046301,2.98,5000.0,19.6,4.88,4,52.8,129
936,36,2000,132140,-1.69,-3415.0,35.5,2.13,298,90.7,192
4174,177,1970,4179067,3.2,-4408.0,16.0,7.3,6,30.3,94
1410,57,1955,5730594,2.62,12000.0,17.6,6.44,25,18.9,66
2889,120,1970,2474763,2.64,-13234.0,16.7,6.15,6,37.1,120
3569,149,1955,6549298,2.7,0.0,17.8,6.65,4,8.6,61
2460,101,1980,580754,0.94,-1480.0,26.7,2.31,43,36.8,159
2137,88,1985,366884,0.16,510.0,35.8,1.47,142,80.7,166
2508,103,2005,20493925,2.96,6001.0,17.3,5.8,26,30.6,51
2929,123,2020,37846611,-0.11,-29395.0,41.7,1.42,124,60.2,38
3815,162,1980,1084744,1.42,-5987.0,21.6,3.24,211,52.3,146
2048,84,1985,1526131,2.63,-5152.0,16.9,5.42,50,11.3,143
2247,93,1975,6482278,1.73,-19117.0,18.5,7.15,5,16.2,75
1298,52,1975,56223,3.24,506.0,21.0,4.18,1,69.1,201
166,6,2005,2981269,-0.58,-32104.0,31.8,1.65,105,63.9,136
943,36,1965,133878,1.07,-1550.0,19.6,4.4,302,76.6,173
3822,163,2019,11694719,1.12,-4000.0,31.6,2.24,75,69.8,78
2642,109,1960,2372594,2.12,7775.0,27.4,4.07,9,76.0,110
3858,165,2019,5942089,1.56,-5000.0,25.9,2.96,13,52.1,113
909,34,1955,4030415,0.92,-4.0,28.2,2.73,72,26.0,77
2431,100,2019,3225167,1.73,-852.0,27.3,2.85,2,67.3,136
949,37,2017,1179678,0.81,5000.0,35.4,1.37,128,66.8,158
1980,80,1965,2569452,3.44,20621.0,21.6,5.55,13,35.9,115
1900,76,2005,15402807,0.64,8906.0,28.6,2.01,6,57.0,62
2005,82,2016,1974266,-1.17,-14837.0,42.9,1.54,32,67.9,150
2401,99,2010,4086081,-0.35,-9582.0,34.2,1.27,124,42.6,126
4189,178,1985,8877489,3.68,19814.0,16.0,6.3,23,24.8,73
1978,80,1975,3291078,2.08,-2413.0,19.6,5.12,17,38.2,109
2991,126,2000,592468,2.9,5901.0,30.5,3.46,51,96.3,164
3632,153,2000,7143761,0.42,13044.0,38.6,1.48,181,73.6,93
4028,170,1985,3011519,0.65,-6000.0,30.4,2.57,17,87.2,124
2951,124,2016,10325538,-0.41,-6000.0,44.3,1.28,113,64.4,88
569,22,1960,4829288,1.35,-20432.0,19.1,6.24,18,4.7,74
3192,131,1960,80977,1.94,-1254.0,15.2,7.33,208,25.9,185
761,29,1980,11419348,1.51,-29660.0,22.9,2.94,15,80.2,54
3682,156,2016,8663579,2.48,-20000.0,22.1,3.61,62,27.1,98
1992,81,1995,4846483,2.62,-12113.0,17.6,5.88,21,17.4,108
2377,98,2020,548914,1.0,-2957.0,25.8,2.99,173,68.2,194
2463,101,1965,533814,1.84,-400.0,23.5,3.42,40,22.6,153
2612,108,2016,274191,1.15,502.0,32.3,2.14,15,69.4,184
567,22,1970,5624600,1.68,-28945.0,18.3,6.56,21,5.7,77
443,17,1965,4038872,2.01,-4152.0,19.3,6.3,4,38.6,87
1329,54,2000,1228360,2.51,1913.0,19.3,4.77,5,79.1,151
1431,58,2017,10569450,-0.43,-16000.0,43.8,1.34,82,83.1,86
3828,163,2005,10106771,0.81,-28609.0,27.2,2.04,65,65.2,79
2215,91,1955,7038913,2.87,-3436.0,18.5,6.35,21,23.4,57
2778,115,1990,4247285,0.45,7743.0,35.4,1.8,12,72.0,114
3576,150,2010,529131,1.16,-1297.0,26.7,2.67,3,66.0,168
2066,85,1985,2145754,2.98,0.0,17.3,6.96,22,43.3,134
3330,138,1985,3805311,2.35,0.0,18.3,6.72,53,31.9,113
2456,101,2000,613559,-0.22,-4318.0,34.4,1.91,46,58.5,162
335,12,1970,8913552,0.94,13117.0,30.3,2.28,44,44.3,58
1765,71,1965,8375790,2.82,-372.0,18.6,6.6,19,50.7,64
2068,85,1975,1600452,2.7,2199.0,17.9,6.8,17,30.8,136
2014,82,1975,2469444,0.76,10934.0,34.9,2.0,40,64.2,125
547,21,1980,8878791,0.32,-18974.0,34.2,2.19,82,62.1,66
1259,51,1990,4996222,0.34,3654.0,36.4,1.66,16,79.4,102
1470,59,2005,104661,0.35,-702.0,26.0,2.43,308,35.3,196
1289,52,2016,267821,2.61,1200.0,24.8,3.41,3,87.3,185
2053,84,1960,837270,1.77,-5200.0,17.6,5.86,28,3.6,144
1473,59,1990,96331,-0.73,-3038.0,20.4,4.14,283,33.4,194
2072,85,1955,1011363,1.69,-3.0,19.3,6.27,11,15.6,135
1053,42,2020,10847910,1.01,-30000.0,28.0,2.36,225,84.5,85
1013,40,1975,5062729,0.53,4651.0,33.0,1.96,119,82.1,87
4000,169,2019,104578,-0.1,-451.0,41.5,2.24,299,96.1,198
1286,52,2019,290832,2.79,1200.0,24.8,3.41,4,87.3,182
1976,80,1985,3993071,2.03,-10832.0,21.7,4.2,21,38.4,111
1598,66,1995,7744503,1.93,-28000.0,18.5,5.15,281,32.9,87
2847,118,2000,3030328,2.04,1959.0,24.5,2.81,41,62.2,134
2652,110,2000,5069302,1.73,-29004.0,19.3,3.4,42,54.7,110
1574,65,2017,775222,0.5,-6000.0,25.3,2.57,4,26.6,164
3132,130,2000,156729,1.31,-308.0,24.2,2.6,257,27.8,187
2399,99,2016,4066009,-0.12,-1387.0,36.0,1.27,124,42.4,129
1334,54,1975,647536,1.9,600.0,23.4,5.23,3,43.1,153
3713,157,1955,8729662,2.68,2003.0,17.1,6.74,10,4.4,46
1763,71,1975,11684590,3.33,-1717.0,17.0,7.15,27,61.4,51
367,14,1990,187552,2.61,-1081.0,17.9,4.7,8,47.5,182
1316,53,1975,131233,3.5,1000.0,18.3,4.86,36,58.0,183
2302,94,1965,311127,2.01,-1639.0,17.9,5.45,294,50.0,162
541,21,2010,7425008,-0.69,-16748.0,42.3,1.52,68,72.1,99
4146,176,2016,27168208,2.53,-30000.0,19.3,4.28,51,35.9,50
3738,159,2010,1093523,1.9,-7615.0,18.2,5.3,74,28.1,157
2461,101,1975,554262,1.3,-400.0,24.9,2.62,41,31.6,156
1539,64,2016,1782438,2.6,-1399.0,18.5,4.82,63,43.3,151
1140,46,1965,276300,1.59,600.0,21.7,5.67,10,26.6,163
1081,43,1990,10230934,2.45,-3400.0,20.5,3.97,41,55.0,67
2173,89,1985,10063495,2.92,-2000.0,16.9,6.5,17,20.9,62
708,27,1975,1958367,1.58,-10000.0,19.1,5.95,3,32.9,132
352,13,1975,9771586,0.29,14196.0,34.3,2.01,323,94.5,58
3411,141,2017,636039,2.68,-1600.0,19.6,4.44,23,22.4,166
3695,156,1955,1794416,3.22,11672.0,22.4,5.4,13,31.2,117
2378,98,2019,543486,1.0,-2957.0,25.8,2.99,171,68.1,194
2408,99,1975,3840045,1.32,11165.0,26.2,2.56,117,36.2,104
2768,115,2020,5421241,0.79,28000.0,39.8,1.68,15,83.4,119
3799,161,1970,84351,2.56,-576.0,15.9,6.5,117,20.2,190
126,4,2017,95426,0.95,0.0,32.8,2.0,217,26.4,201
2622,108,1970,105324,2.92,281.0,21.5,5.21,6,51.2,185
2111,87,2017,2845414,-1.53,-32780.0,43.1,1.61,45,68.6,141
4061,172,2000,184972,1.92,-1477.0,18.8,4.59,15,21.7,184
2501,103,2020,31255435,2.93,-5000.0,17.6,4.89,40,38.3,46
3477,144,1965,28895558,2.67,-13827.0,18.4,5.6,297,32.4,24
1928,77,1955,6987658,2.83,0.0,18.9,7.48,12,6.4,58
3238,133,1995,131678,2.01,-1120.0,16.3,5.68,137,46.7,191
1119,45,1980,4591134,2.02,-32846.0,17.9,5.44,222,44.0,99
2626,109,2020,4822233,0.82,14881.0,38.0,1.9,18,86.9,126
2941,123,1980,35539720,0.91,-21319.0,29.5,2.23,116,58.1,25
3306,137,2015,94978,0.8,-200.0,32.8,2.38,206,54.7,200
3065,129,1990,7288882,3.47,6000.0,15.3,7.8,295,5.4,85
3278,135,1975,4929846,2.98,13117.0,17.7,7.25,26,33.7,90
923,35,1975,9446442,1.63,-38000.0,22.6,3.55,89,64.2,59
2993,126,1990,476278,5.13,11503.0,28.7,4.4,41,92.8,164
531,20,1970,129529,4.82,2169.0,18.4,5.9,25,61.7,179
1343,55,2016,2149136,3.03,-3087.0,17.6,5.45,212,56.8,145
4053,172,2020,307145,2.42,120.0,21.1,3.8,25,24.4,181
631,26,2010,20341241,2.78,-10800.0,17.9,5.25,43,50.6,58
3129,130,2015,179126,0.57,0.0,32.4,1.51,294,18.3,189
454,18,2000,3751176,-0.41,-31857.0,35.0,1.68,74,42.6,124
3614,152,2000,8881640,0.1,11694.0,39.4,1.56,22,84.0,82
1007,40,2005,5421702,0.3,9261.0,39.6,1.76,128,85.9,110
963,37,1955,529972,1.42,-2760.0,24.4,3.71,57,32.3,148
2412,99,1955,2627012,2.33,18019.0,26.6,3.5,80,20.7,101
425,16,1965,253994,2.61,1000.0,18.9,6.6,7,4.7,166
3860,165,2017,5757667,1.68,-5000.0,25.9,2.96,12,51.2,113
1547,64,1980,781677,0.41,-15873.0,18.3,6.25,28,18.2,151
1306,53,2017,276102,0.56,-1000.0,31.9,2.02,75,63.3,184
4038,171,2017,31959785,1.65,-8863.0,26.5,2.43,75,50.5,42
3640,153,1960,5280680,1.27,25992.0,32.7,2.39,134,71.1,70
3683,156,2015,8454028,2.35,-27395.0,22.0,3.61,60,27.0,98
1771,72,2017,4753279,1.22,23604.0,36.8,1.94,69,63.1,121
149,5,2000,36870787,1.15,-25600.0,27.6,2.63,13,89.6,31
1149,47,2010,3170435,2.32,-16002.0,19.8,4.8,31,48.7,134
2775,115,2005,4632364,0.58,13480.0,38.0,1.81,13,77.7,116
1070,42,1955,2781336,3.3,-3791.0,16.8,7.6,58,26.8,97
3831,163,1990,8242496,2.38,9800.0,21.3,4.0,53,57.9,80
1633,67,1995,5709014,2.87,-15600.0,17.5,4.92,51,42.9,98
1573,65,2018,779006,0.49,-6000.0,25.3,2.57,4,26.7,164
2865,119,2000,5847586,2.43,-5216.0,19.8,4.64,13,12.6,102
4041,171,2010,28515909,1.53,-28026.0,24.5,2.49,67,51.1,42
3392,140,2018,2077837,0.07,2000.0,43.3,1.58,103,54.6,149
2052,84,1965,922306,1.95,-5000.0,17.3,5.81,30,6.4,141
2801,116,1965,625009,2.53,-2000.0,17.4,7.25,2,22.3,149
1291,52,2010,233002,2.8,601.0,24.6,3.6,3,83.3,185
1839,74,2020,2961167,0.44,-11332.0,30.7,1.99,273,55.4,138
1331,54,1990,949488,2.8,1000.0,19.3,5.58,4,69.3,153
2667,111,2015,20001663,3.97,3782.0,14.9,7.35,16,16.2,58
3616,152,1990,8567384,0.5,26914.0,38.4,1.91,21,83.1,78
956,37,1990,766615,1.73,3433.0,29.9,2.43,83,66.8,155
192,7,1965,57360,1.14,-865.0,19.1,4.4,319,50.7,196
3874,165,1955,1364635,2.42,1745.0,23.0,5.3,3,45.7,130
1583,65,1980,780153,0.9,-10468.0,18.2,4.06,4,30.5,152
3821,163,2020,11818619,1.06,-4000.0,32.8,2.2,76,70.1,79
337,12,1960,8124881,0.96,-32907.0,28.2,2.73,40,32.6,55
1360,56,2017,4008716,-0.17,-10000.0,37.8,2.01,58,56.8,132
597,24,2000,428188,2.08,-1088.0,18.0,3.94,106,54.3,169
19,1,2019,2880917,-0.06,-14000.0,35.2,1.69,105,62.5,140
1637,67,1975,3153253,3.03,-9200.0,16.1,7.05,28,32.1,111
2353,97,1980,55137,3.92,-197.0,15.4,7.91,147,30.1,204
3765,160,1965,1708630,1.57,-15577.0,18.1,6.65,31,14.9,126
1578,65,2005,746163,-0.01,-12650.0,23.1,2.95,4,28.0,163
896,34,2016,4208602,-0.57,-8001.0,43.3,1.48,75,56.5,127
381,15,2010,9199259,2.88,-9755.0,17.9,5.49,82,43.1,90
364,14,2005,283800,2.79,1159.0,20.3,3.35,12,45.2,180
869,32,1975,2094188,2.54,2528.0,19.1,4.06,41,41.4,129
919,35,1995,10888252,0.54,-24001.0,30.2,1.58,102,74.4,65
2032,83,1975,2575749,2.31,-2000.0,19.5,4.67,252,67.0,123
3854,164,1965,30972994,2.43,-30000.0,19.1,6.2,40,34.2,20
2943,123,1970,32639258,0.8,-28623.0,28.1,2.33,107,52.1,23
2122,87,1970,3136586,1.12,5263.0,30.8,2.3,50,49.6,106
3757,160,2005,5611640,2.65,-6600.0,18.3,5.31,103,35.6,108
595,24,2010,492654,1.25,-2268.0,22.6,2.71,122,63.0,171
860,32,2016,4899345,1.06,4200.0,31.7,1.83,96,77.1,120
2315,95,1990,2034346,2.71,-8000.0,17.4,6.05,2,39.2,140
2009,82,2000,2384164,-1.01,-9320.0,37.9,1.17,38,68.1,139
1492,60,1985,342730,0.36,-2971.0,24.8,2.55,203,97.9,170
2781,115,1975,4008031,0.67,3174.0,32.4,2.35,11,68.2,100
3210,132,1960,108629,2.9,-895.0,15.2,7.63,38,18.9,177
223,8,1990,7723949,0.28,22200.0,36.5,1.45,94,63.0,83
4124,175,2020,597339,2.55,5582.0,28.4,2.41,2,86.8,170
1363,56,2010,4099099,-0.53,-23962.0,37.0,1.8,59,57.3,125
2136,88,1990,381791,0.8,2566.0,36.4,1.47,147,80.9,169
139,4,1960,54131,1.74,-300.0,18.5,4.5,123,40.5,194
2741,114,2000,2034819,0.51,-1000.0,32.3,1.83,81,58.5,143
2450,101,2018,627809,0.04,-480.0,37.9,1.72,47,67.0,168
2298,94,1985,339876,0.87,-328.0,26.0,2.14,321,83.8,171
250,10,2019,389482,1.0,1000.0,31.1,1.8,39,86.0,178
1748,70,1960,21906914,2.57,-389.0,19.6,6.91,13,33.7,26
2842,118,2017,4106769,1.73,11200.0,28.7,2.57,55,67.2,129
2250,93,1960,5263733,1.13,-9814.0,19.5,6.95,4,11.1,71
1777,72,1995,3592186,0.46,-3075.0,30.1,1.96,52,58.9,122
1067,42,1970,4499720,3.02,-11234.0,16.0,6.65,93,40.3,90
3684,156,2010,7527394,2.09,-29158.0,21.3,3.61,54,26.9,98
3638,153,1970,6150852,1.14,18596.0,31.8,2.36,156,74.1,72
3140,130,1960,89697,0.73,-2506.0,17.7,6.94,147,21.5,182
