Unnamed: 0,country,year,population,yearly_%_change,migrants,median_age,fertility_rate,density(P/Km²),urban_pop_%,rank
3754,160,2016,7509951,2.55,-2000.0,18.9,4.62,138,41.1,102
1348,55,1995,1128575,3.38,524.0,17.1,6.05,112,41.0,151
1750,71,2020,40222493,2.32,7834.0,21.0,3.68,93,73.1,36
719,28,2010,11952136,3.43,15000.0,15.6,6.85,9,21.9,74
453,18,2005,3765331,0.08,-1200.0,36.9,1.32,74,44.2,126
3510,146,1980,37698196,0.99,15381.0,30.4,2.55,76,73.0,24
521,20,2016,419800,1.18,0.0,30.4,1.98,80,77.6,175
2386,98,1995,454932,1.77,-2600.0,21.9,3.72,144,65.1,194
2666,111,2016,20788798,3.94,4000.0,15.0,7.27,16,16.2,58
254,10,2015,374206,1.06,1000.0,30.9,1.81,37,85.5,178
3741,159,1995,844334,2.73,0.0,20.4,5.6,57,23.3,156
1240,50,1995,775425,1.25,-6761.0,21.6,3.35,42,45.5,157
468,19,2016,2159927,1.85,3000.0,23.2,2.99,4,70.8,144
3381,139,1995,5375470,0.33,-3022.0,32.4,1.87,112,56.5,100
4192,178,1970,5289303,3.42,-8400.0,15.6,7.4,14,17.0,79
231,9,2020,10139177,0.91,1200.0,32.3,2.08,123,56.2,90
2779,115,1985,4153105,0.33,4961.0,34.6,1.69,11,71.3,108
91,3,2017,29816766,3.38,6413.0,16.4,5.91,24,64.8,45
3393,140,2017,2076394,0.11,2000.0,43.3,1.58,103,54.4,148
3806,162,2017,1384059,0.47,-800.0,34.3,1.78,270,52.6,153
866,32,1990,3119433,2.65,3483.0,23.0,3.41,61,49.6,126
2634,109,2000,3858999,0.98,8517.0,34.3,1.95,15,86.0,121
1302,52,1955,28490,2.26,46.0,25.5,5.0,0,58.6,204
2860,119,2017,8438036,2.01,-800.0,21.7,3.79,19,12.8,100
3551,148,1955,987755,1.17,-13763.0,17.0,7.38,164,40.6,136
13,0,1975,12689160,2.58,-4000.0,17.3,7.45,19,13.5,48
3202,132,2000,174454,0.51,-3428.0,19.5,4.62,62,22.0,185
1977,80,1980,3610970,1.87,-9168.0,20.9,4.59,19,38.6,110
1984,81,2019,7169455,1.53,-14704.0,23.1,2.88,31,35.1,105
2747,114,1970,1720800,1.56,-5796.0,22.5,3.44,68,47.1,133
193,7,1960,54211,4.39,557.0,18.1,5.15,301,50.8,193
2646,110,2018,6465501,1.26,-21272.0,25.0,2.52,54,56.9,110
3400,140,1990,2006405,0.62,6522.0,34.2,1.65,100,50.4,141
1243,50,1980,635307,1.96,-4446.0,19.5,4.0,35,37.8,156
3434,142,2000,8872254,3.44,0.0,16.5,7.7,14,33.8,83
1883,75,2000,5122493,2.22,-30030.0,19.6,4.3,58,78.0,109
2625,108,1955,67748,0.89,-692.0,22.4,5.22,4,30.6,186
1356,55,1955,329661,1.57,0.0,18.0,6.35,33,10.3,156
3706,157,1990,25203845,3.1,13623.0,17.0,6.36,28,19.1,34
2881,120,2010,6248020,1.42,-23580.0,23.1,2.89,16,58.9,107
3688,156,1990,5283814,3.09,-6302.0,18.1,5.5,38,31.7,99
3440,142,1970,3444568,2.34,382.0,18.3,7.25,5,22.7,105
760,29,1985,12257236,1.43,-30904.0,24.3,2.63,16,82.1,55
715,28,2018,15477729,3.07,2000.0,16.1,6.2,12,22.9,72
3491,145,1985,5220747,3.0,30000.0,17.8,6.78,9,10.3,94
3855,164,1960,27472345,2.51,-12001.0,19.4,6.5,36,31.5,20
241,9,1990,7242761,1.67,-32314.0,24.1,3.2,88,53.7,86
4027,170,1990,3109601,0.64,-6000.0,30.7,2.53,18,89.0,127
1255,51,2010,5365782,0.4,11512.0,42.0,1.84,18,83.8,114
2946,123,1955,27269749,1.9,0.0,26.0,3.63,89,43.2,19
1478,59,1965,94636,1.02,-1890.0,15.2,6.4,278,31.3,179
2169,89,2005,18336724,3.07,-1500.0,17.5,5.28,32,28.8,58
155,5,1970,23880561,1.51,26000.0,27.1,3.05,9,79.2,28
2317,95,1980,1540640,2.97,-1940.0,17.1,6.57,1,27.3,140
1512,61,1975,93352,2.16,-426.0,21.6,4.12,173,83.6,189
3139,130,1965,96134,1.4,-1837.0,16.4,6.79,158,22.7,178
2193,90,1975,5384795,2.74,-3000.0,17.4,7.4,57,7.5,83
440,17,1980,5579935,2.21,-8026.0,19.5,5.65,5,45.5,90
332,12,1985,9901493,0.68,9423.0,32.0,2.09,49,62.2,68
1958,79,1985,1735274,4.86,23068.0,22.3,5.0,97,98.1,142
704,27,1995,3222656,2.8,10000.0,18.2,5.7,5,38.7,128
3303,137,2018,97096,0.7,-200.0,33.1,2.4,211,55.6,200
2029,83,1990,2803044,1.11,-25608.0,20.7,3.5,274,80.2,130
4035,171,2020,33469203,1.48,-8863.0,27.8,2.43,79,50.1,42
3459,143,1965,19384841,2.54,21310.0,19.4,6.0,16,48.6,31
2232,92,1960,89863,2.43,-23.0,20.3,6.81,300,11.2,181
2196,90,1960,3659984,2.28,0.0,18.0,6.9,39,4.3,88
3735,159,2017,1243258,1.97,-5385.0,19.8,4.34,84,31.5,157
2867,119,1990,4615839,2.49,945.0,18.7,4.97,10,14.0,106
22,1,2016,2886438,-0.14,-14000.0,35.2,1.69,105,59.2,141
867,32,1985,2736712,2.75,3775.0,21.9,3.5,54,45.3,127
1293,52,2000,163165,3.5,1320.0,23.9,3.93,2,79.1,186
474,19,1990,1286756,3.77,9364.0,17.2,4.9,2,44.9,148
1548,64,1975,765989,1.68,-3000.0,19.7,6.1,27,16.2,149
721,28,2000,8355654,3.57,13889.0,15.5,7.41,7,21.6,87
3816,162,1975,1010936,1.35,-5779.0,20.1,3.45,197,47.7,145
1577,65,2010,749436,0.09,-10016.0,24.5,2.73,4,26.5,163
1601,66,1980,5643173,2.07,-19600.0,19.3,5.8,205,20.7,88
1337,54,1960,500928,0.68,600.0,27.3,4.2,2,17.3,152
2770,115,2018,5337962,0.79,28000.0,39.3,1.79,15,82.5,118
878,33,2016,23822714,2.57,-8000.0,18.4,4.89,75,49.6,55
2866,119,1995,5187060,2.36,-4223.0,19.3,4.7,11,13.3,103
2135,88,1995,408149,1.34,4008.0,36.7,1.66,158,82.9,168
2057,85,2018,4818973,2.48,-5000.0,18.9,4.67,50,51.5,123
1670,68,1990,10377137,-0.36,-18311.0,36.4,1.82,115,65.8,65
944,36,1960,126941,1.66,-1197.0,19.9,5.1,286,74.7,173
1325,54,2016,2007873,3.09,3260.0,22.4,4.08,8,87.3,149
125,4,2018,96286,0.9,0.0,32.8,2.0,219,26.3,201
1534,62,1955,3625300,3.08,-573.0,17.8,7.12,34,28.0,83
1317,53,1970,110495,3.41,669.0,17.2,5.2,30,55.2,183
994,39,1980,26358908,2.85,20137.0,17.7,6.46,12,27.1,31
2112,87,2016,2889557,-1.44,-32780.0,43.1,1.61,46,67.8,140
2396,99,2019,4043263,-0.21,-1387.0,36.0,1.27,123,42.6,131
1264,51,1965,4568598,0.6,-12997.0,28.7,2.66,15,59.7,76
3243,133,1970,74564,2.82,-149.0,16.2,6.4,78,29.4,193
3204,132,1990,162803,0.35,-3905.0,18.7,5.35,58,21.2,184
2445,100,1965,1107124,2.99,0.0,20.4,7.5,1,42.1,140
2034,83,1965,2092375,3.0,4000.0,18.7,5.69,205,50.9,123
1848,74,1995,2533711,0.92,-22014.0,23.5,2.84,234,50.7,134
703,27,2000,3640427,2.47,6000.0,18.1,5.55,6,38.8,126
1234,50,2017,877459,0.58,-6202.0,27.1,2.79,48,57.5,161
2552,105,1965,716584,2.47,0.0,18.9,6.2,1,19.1,147
3573,150,2017,570496,0.99,-1000.0,28.1,2.53,4,65.2,170
630,26,2015,23298368,2.75,-7200.0,18.2,4.95,49,53.5,55
1679,69,2019,339031,0.69,380.0,36.3,1.94,3,94.3,180
1371,56,1970,4713342,1.52,17040.0,28.2,2.8,68,48.0,84
1321,54,2020,2225734,2.45,3260.0,22.5,4.0,9,87.1,146
2410,99,1965,3336592,2.12,20178.0,26.2,3.15,102,27.6,101
1852,74,1975,2028016,1.57,-18207.0,17.4,5.0,187,44.0,131
1682,69,2016,332206,0.59,380.0,36.3,1.94,3,93.8,180
3571,150,2019,581372,0.93,-1000.0,28.1,2.53,4,65.2,171
3433,142,2005,10446863,3.32,0.0,16.1,7.47,17,36.2,77
3944,167,1955,40019491,1.42,8785.0,28.3,2.81,69,41.4,15
3689,156,1985,4537822,3.05,2483.0,18.4,5.6,32,33.2,103
2736,114,2017,2081996,0.06,-1000.0,37.8,1.5,83,57.8,147
3279,135,1970,4257505,2.94,17304.0,17.7,7.25,22,30.0,93
3570,150,2020,586632,0.9,-1000.0,29.0,2.43,4,65.1,171
2749,114,1960,1488667,1.35,-8988.0,21.5,4.14,59,34.0,131
2385,98,2000,484775,1.28,-4400.0,23.2,3.44,153,67.3,195
3135,130,1985,126244,1.39,-1602.0,18.9,4.2,207,28.0,188
3442,142,1960,2755972,2.04,-266.0,18.9,7.25,4,17.3,107
2546,105,1995,1627865,2.58,-3456.0,18.0,4.89,2,30.3,145
2629,109,2017,4702034,0.92,14881.0,37.4,2.01,18,86.5,124
2772,115,2016,5250949,0.98,28000.0,39.3,1.79,14,81.5,118
2179,89,1955,4543542,2.16,0.0,20.2,7.3,8,9.1,73
2181,90,2019,18628747,2.68,-16053.0,17.4,4.75,198,18.2,63
4079,173,2000,24192446,1.98,-908.0,23.2,2.94,27,88.6,40
3837,163,1960,4178236,1.16,-38150.0,18.5,6.85,27,37.5,81
2165,89,2017,25570512,2.72,-1500.0,18.9,4.34,44,36.5,51
1551,64,1960,616136,1.35,-1996.0,20.4,5.9,22,13.6,147
175,6,1960,1874121,3.69,11986.0,22.4,4.9,66,51.3,121
2062,85,2005,3218116,2.47,-10000.0,18.4,5.65,33,46.7,133
1466,59,2017,110874,0.56,-200.0,30.8,2.16,326,35.2,195
3239,133,1990,119209,2.59,-438.0,15.7,5.96,124,41.7,190
1238,50,2005,821604,0.26,-11720.0,25.3,2.98,45,49.9,159
3580,150,1990,405168,1.91,-969.0,22.6,3.36,3,66.1,167
3269,135,2016,14993519,2.85,-20000.0,18.2,4.93,78,47.6,71
148,5,2005,38892931,1.07,-25000.0,28.5,2.48,14,90.6,30
284,11,1955,133585,2.93,616.0,19.2,6.97,176,75.5,172
2017,82,1960,2129586,1.25,13394.0,32.3,1.95,34,52.9,115
1627,67,2017,9429013,1.71,-6800.0,22.9,2.68,84,55.5,95
1605,66,1960,3866159,1.93,-7000.0,19.8,6.3,140,15.6,86
1475,59,1980,89032,-0.76,-2641.0,18.8,4.3,262,32.9,194
2553,105,1960,634142,2.23,0.0,19.5,6.1,1,17.0,146
3188,131,1980,100566,1.0,-1449.0,17.5,4.42,258,35.8,190
2730,113,1965,12547525,1.89,0.0,21.1,3.85,104,45.1,36
2125,87,1955,2628751,0.47,-14670.0,28.0,2.84,42,34.1,100
947,37,2019,1198575,0.78,5000.0,35.4,1.37,130,66.8,158
4159,176,1955,4965574,1.27,-10000.0,18.9,7.8,9,7.0,70
618,25,1985,7714880,2.88,-17771.0,18.5,6.37,44,13.9,78
717,28,2016,14561660,3.19,2000.0,16.1,6.2,12,22.5,72
1841,74,2018,2934847,0.48,-11332.0,29.4,2.06,271,55.0,139
2458,101,1990,615002,0.03,-5993.0,29.8,2.11,46,48.0,159
1563,63,1990,6352283,3.03,0.0,17.5,6.63,26,26.7,92
1480,59,1955,81103,1.13,-1220.0,17.1,5.8,239,29.4,179
4086,173,1965,9692278,3.55,3774.0,16.9,6.18,11,67.9,60
903,34,1985,4716117,0.51,10874.0,34.3,1.87,84,49.3,102
3403,140,1975,1742623,0.86,3588.0,31.4,2.2,87,42.4,135
3374,139,2018,5453014,0.09,1485.0,39.6,1.4,113,53.7,117
3256,134,1995,18638787,2.8,-22000.0,19.4,5.55,9,79.1,48
1172,48,1985,1522400,0.64,5180.0,34.0,2.09,36,70.8,144
372,14,1965,106119,2.88,-484.0,16.5,6.45,5,52.5,180
2639,109,1975,3082633,1.81,15336.0,26.3,2.84,12,82.8,114
2038,84,2019,2125268,0.8,-10047.0,23.2,3.24,70,30.8,147
123,4,2020,97929,0.84,0.0,34.0,2.0,223,26.2,201
2771,115,2017,5296326,0.86,28000.0,39.3,1.79,14,82.0,118
1299,52,1970,47930,4.27,807.0,21.7,5.0,1,67.4,203
227,8,1970,7516239,0.57,10080.0,33.6,2.57,91,65.3,66
366,14,1995,206963,1.99,-1802.0,18.4,4.35,9,46.4,182
2116,87,2000,3501839,-0.7,-18785.0,35.9,1.47,56,67.0,127
1541,64,2010,1522599,2.51,-3500.0,18.1,5.2,54,41.0,151
3136,130,1980,117822,1.45,-1794.0,17.5,5.2,193,26.6,187
3812,162,1995,1254200,0.54,-6563.0,25.7,2.18,244,55.1,149
4085,173,1970,11396393,3.29,632.0,17.1,5.7,13,73.1,46
1968,80,2017,6189733,1.9,-4000.0,25.3,3.24,32,35.3,112
2044,84,2005,1996114,-0.36,-32244.0,20.3,3.66,66,21.7,144
2381,98,2016,527813,0.93,-2957.0,25.8,2.99,167,67.6,195
3184,131,2000,107784,-0.05,-1594.0,24.2,2.55,276,45.2,194
2407,99,1980,4011076,0.88,-5283.0,27.7,2.44,122,40.4,105
953,37,2005,1027662,1.73,11506.0,32.9,1.59,111,68.3,155
942,36,1970,143634,1.42,-905.0,19.7,3.8,324,78.4,177
3177,131,2019,110589,0.34,-200.0,31.9,1.99,284,52.6,196
4144,176,2018,28498683,2.39,-30000.0,19.3,4.28,54,37.2,49
2718,113,2017,25429825,0.48,-5403.0,34.4,1.93,211,61.8,52
606,24,1955,197195,2.06,-1185.0,21.7,6.57,49,15.4,167
3792,161,2005,100905,0.59,-1567.0,21.0,4.23,140,23.2,197
2082,86,1995,4948798,2.21,793.0,20.2,4.22,3,76.0,107
50,2,1970,14464985,2.88,-24267.0,16.4,7.65,6,39.7,36
2740,114,2005,2060273,0.25,-2914.0,34.0,1.64,82,57.5,143
2128,88,2018,604245,2.08,9741.0,39.4,1.53,233,88.9,169
3012,127,1985,558699,1.87,618.0,22.3,2.78,223,67.9,160
1400,57,2005,21814642,2.5,5000.0,19.2,4.64,96,46.7,49
1639,67,1965,2346015,2.85,-5800.0,16.3,7.42,21,25.7,118
3406,140,1960,1586637,0.77,-1934.0,29.2,2.38,79,28.2,128
369,14,1980,144155,1.58,-2708.0,16.4,6.2,6,49.4,185
3275,135,1990,7526307,3.07,-12058.0,16.5,6.7,39,39.0,84
2108,87,2020,2722289,-1.35,-32780.0,45.1,1.67,43,71.3,142
2742,114,1995,1983252,-0.13,-20021.0,30.7,2.12,79,59.6,143
2182,90,2018,18143217,2.68,-16053.0,17.4,4.75,192,17.9,64
3263,134,1960,4086539,2.81,5194.0,18.5,7.18,2,31.3,83
1581,65,1990,743309,-0.71,-20530.0,21.1,3.13,4,29.6,156
920,35,1990,10596987,0.97,-14000.0,27.7,1.85,100,73.3,63
1665,68,2015,9777923,-0.3,6000.0,41.7,1.33,108,70.5,89
1972,80,2005,5075347,0.62,-34582.0,23.8,2.5,26,35.3,113
1849,74,1990,2419906,0.71,-29387.0,22.2,3.1,223,49.5,133
1065,42,1980,5803927,2.44,-17420.0,18.1,4.76,120,51.3,87
1336,54,1965,533361,1.26,1882.0,26.4,4.59,2,23.7,150
1177,48,1960,1216819,0.97,5380.0,32.2,1.99,29,57.5,134
452,18,2010,3705472,-0.32,-11849.0,38.9,1.31,73,45.8,129
1318,53,1965,93438,3.66,638.0,17.4,5.44,26,48.2,185
4188,178,1990,10432421,3.28,16871.0,16.9,5.37,27,28.3,64
2080,86,2005,5798614,1.59,-4114.0,24.0,2.64,3,77.0,104
2045,84,2000,2032804,1.38,-7442.0,19.0,3.96,67,18.0,144
3402,140,1980,1835831,1.05,6937.0,31.6,2.16,91,48.0,136
3309,137,2000,80996,1.11,-51.0,26.2,2.18,176,50.5,200
3762,160,1980,2720839,2.45,-20000.0,16.8,7.28,50,24.7,124
1628,67,2016,9270795,1.73,-6800.0,22.9,2.68,83,54.9,95
2120,87,1980,3430760,0.79,7763.0,32.0,2.1,55,61.2,112
1925,77,1970,11301394,3.47,-3907.0,15.4,8.11,20,10.3,47
245,9,1970,5180023,2.44,-8000.0,18.2,5.4,63,50.0,80
3595,151,2005,1030579,0.5,-9563.0,18.5,3.76,60,23.6,154
1024,41,2010,840198,1.41,-2444.0,23.4,3.55,36,78.0,161
2056,85,2019,4937374,2.46,-5000.0,18.9,4.67,51,52.0,123
2067,85,1980,1853001,2.97,2390.0,17.5,6.93,19,35.8,135
2849,118,1990,2470947,2.17,-1879.0,21.7,3.24,33,53.9,132
2672,111,1990,8026591,3.02,-15583.0,15.8,7.8,6,15.3,82
2657,110,1975,2806857,3.13,-7596.0,16.2,6.75,23,48.7,120
1556,63,2017,12067519,2.8,-4000.0,17.3,5.05,49,37.7,75
1641,67,1955,1771352,2.75,-400.0,17.9,7.5,16,20.0,118
1887,75,1980,2377995,2.85,-16152.0,15.5,7.38,27,59.9,130
3137,130,1975,109627,1.06,-1941.0,16.5,5.69,180,25.2,186
3197,132,2017,195352,0.42,-2803.0,21.1,4.11,69,18.6,188
3373,139,2019,5457013,0.07,1485.0,39.6,1.4,113,53.7,117
1550,64,1965,649790,1.07,-4000.0,20.1,5.95,23,14.4,145
330,12,1995,10077608,-0.15,-12611.0,34.7,1.68,50,68.4,74
4137,175,1975,74954,-0.5,-2236.0,16.7,6.57,0,59.5,194
3584,150,1970,367931,2.27,-2772.0,15.9,5.95,2,46.4,160
1510,61,1985,116572,2.28,22.0,23.9,3.08,216,92.3,189
2848,118,1995,2739668,2.09,391.0,23.1,2.92,37,58.1,131
2517,103,1960,7184869,2.0,-4700.0,19.0,6.34,9,7.1,62
1320,53,1955,68854,2.7,-257.0,18.5,6.0,19,37.7,185
1303,53,2020,280908,0.58,-1000.0,33.6,1.95,77,64.1,185
872,32,1960,1330782,3.69,1427.0,17.4,6.65,26,34.3,133
518,20,2019,433285,1.01,0.0,30.4,1.98,82,79.0,175
171,6,1980,3099754,1.82,3443.0,23.5,2.6,109,66.0,120
2185,90,2015,16745303,2.87,-16053.0,17.2,4.88,178,17.1,66
862,32,2010,4577378,1.33,6068.0,29.1,1.94,90,71.2,119
727,28,1970,3643604,1.94,-8190.0,18.6,6.4,3,11.6,101
3566,149,1970,10281700,3.23,0.0,16.8,6.86,6,16.5,51
376,15,2019,11801151,2.75,-2000.0,18.4,5.15,105,47.9,77
1877,75,2018,9965318,1.83,10220.0,22.4,3.26,112,90.4,90
3865,165,2000,4516133,1.42,-12935.0,21.7,3.03,10,45.9,114
3267,135,2018,15854323,2.82,-20000.0,18.2,4.93,82,48.5,71
3530,147,1970,12485740,2.36,-7700.0,19.6,4.7,199,17.6,43
3208,132,1970,143149,2.41,-1361.0,14.7,7.35,51,20.4,178
1078,43,2005,13825847,1.74,-24000.0,23.7,2.94,56,61.3,63
154,5,1975,25865776,1.61,28400.0,27.2,3.15,9,81.6,28
2308,95,2017,4282570,2.86,5000.0,19.7,4.82,4,54.5,127
1538,64,2017,1828145,2.56,-1399.0,18.5,4.82,65,43.7,151
4007,169,2000,108722,0.25,-787.0,33.7,2.19,311,92.6,193
433,17,2015,10869730,1.58,-11524.0,24.1,3.05,10,67.5,80
532,20,1965,102386,4.62,1284.0,17.7,6.66,19,52.6,187
2748,114,1965,1592433,1.36,-8188.0,21.7,3.65,63,40.4,129
3178,131,2018,110211,0.35,-200.0,31.9,1.99,283,52.2,196
2499,102,1960,12328532,3.26,-2600.0,18.1,6.9,28,29.4,34
104,3,1960,5454933,1.58,-34577.0,20.2,6.5,4,10.8,68
3546,148,1980,1510713,2.68,-16739.0,15.1,7.5,251,62.3,141
1195,49,1960,22151278,2.12,-4000.0,18.1,6.9,22,6.4,25
3287,136,2016,8853963,-0.26,4000.0,40.7,1.46,101,55.6,96
4023,170,2010,3359275,0.22,-10000.0,33.9,2.03,19,94.8,133
3336,138,1955,2165815,1.19,0.0,20.9,6.03,30,14.7,111
1689,69,1985,241582,1.14,52.0,28.4,2.23,2,89.6,176
2797,116,1985,1498418,5.36,16300.0,17.5,8.32,5,57.1,145
3659,154,1955,3911501,2.76,-14000.0,18.8,7.23,21,34.7,80
3138,130,1970,104015,1.59,-1559.0,14.9,6.48,171,23.9,186
1324,54,2017,2064823,2.84,3260.0,22.4,4.08,8,87.3,149
391,15,1960,2431622,1.09,-4600.0,20.9,6.13,22,9.3,109
1588,65,1955,482555,3.49,335.0,18.6,6.04,2,28.5,151
874,33,2020,26378274,2.57,-8000.0,18.9,4.68,83,51.3,53
2538,105,2019,2494530,1.89,-4806.0,21.3,3.58,3,54.1,143
1242,50,1985,711775,2.3,-2535.0,20.3,3.8,39,38.5,155
1346,55,2005,1543741,3.22,303.0,16.7,5.8,153,48.7,148
4024,170,2005,3321803,0.01,-20800.0,32.7,2.18,19,93.4,132
3736,159,2016,1219288,1.92,-5385.0,19.8,4.34,82,31.1,156
1314,53,1985,177027,2.92,730.0,20.9,3.82,48,58.0,181
3793,161,2000,97973,0.41,-1687.0,19.9,4.29,136,23.0,197
2506,103,2015,27042002,2.82,-5000.0,17.1,5.23,34,35.6,48
813,30,1990,411594,2.98,-900.0,17.0,6.7,221,27.9,166
1973,80,2000,4920712,1.51,-5454.0,22.5,2.96,26,35.3,112
2715,113,2020,25778816,0.44,-5403.0,35.3,1.91,214,62.5,54
2938,123,1995,38458638,0.26,-32000.0,33.6,1.95,126,61.5,29
2723,113,2000,22929075,0.96,-2786.0,29.4,2.01,190,59.4,45
1477,59,1970,94475,-0.03,-1946.0,15.4,4.8,278,32.2,187
3461,143,1955,15206502,2.22,1492.0,20.6,6.05,13,44.9,31
1126,46,2019,1355986,3.59,16000.0,22.2,4.9,48,72.8,154
251,10,2018,385637,1.02,1000.0,31.1,1.8,39,86.0,177
818,30,1965,207424,1.65,-1698.0,18.5,6.91,111,17.0,170
4129,175,2015,526216,1.84,572.0,26.8,2.6,2,86.5,171
2886,120,1985,3676210,2.93,-4262.0,18.9,5.12,9,44.9,116
1681,69,2017,334393,0.66,380.0,36.3,1.94,3,94.0,180
1087,43,1960,4543666,2.81,-1600.0,18.4,6.75,18,33.9,77
4134,175,1990,217258,3.56,2140.0,21.1,4.6,1,84.1,180
226,8,1975,7637689,0.32,16400.0,33.9,2.04,93,65.3,66
1508,61,1995,145561,2.21,348.0,26.3,2.88,270,92.1,187
3565,149,1975,12144135,3.39,4000.0,16.5,6.9,7,18.9,50
4133,175,1995,255634,3.31,2400.0,21.2,4.0,1,85.5,179
1339,55,2020,2416668,2.94,-3087.0,17.8,5.25,239,59.4,144
937,36,1995,143882,-0.38,-2303.0,31.9,2.28,324,87.7,188
2240,93,2010,15049353,3.33,-20165.0,16.2,6.7,12,36.1,65
2382,98,2015,522945,0.76,-4600.0,25.6,3.02,165,67.4,196
2891,120,1960,1903982,2.61,-15004.0,16.0,6.5,5,35.5,120
25,1,2005,3086810,-0.27,-35355.0,29.1,1.95,113,46.6,134
728,28,1965,3309586,1.97,-1000.0,19.2,6.3,3,8.4,98
539,21,2016,7151953,-0.66,-4800.0,43.6,1.52,66,74.1,105
4125,175,2019,582463,2.65,5582.0,27.1,2.56,2,86.8,170
1926,77,1965,9530173,3.25,-4000.0,15.8,8.07,17,8.6,58
2085,86,1980,3219466,4.01,11507.0,16.1,7.67,2,70.1,117
2588,106,1960,10105050,1.64,-16046.0,19.9,5.96,70,3.5,41
2861,119,2016,8271762,2.02,-800.0,21.7,3.79,18,12.8,100
3867,165,1990,3683967,2.58,-7940.0,19.6,4.55,8,45.1,119
3866,165,1995,4207841,2.69,8727.0,20.1,4.03,9,44.8,118
2615,108,2005,236442,1.71,800.0,28.6,2.32,13,62.9,183
1257,51,2000,5187954,0.27,4431.0,39.4,1.74,17,82.2,108
3766,160,1960,1580513,1.41,-11467.0,18.5,6.42,29,10.1,129
2794,116,2000,2267973,0.57,-38674.0,20.9,4.46,7,71.6,141
4078,173,2005,26432447,1.79,-4548.0,24.5,2.72,30,89.1,41
4059,172,2010,236211,2.45,-655.0,21.2,4.2,19,24.5,184
1256,51,2005,5258927,0.27,6387.0,40.9,1.75,17,82.9,112
3034,128,1965,19379568,0.81,-400.0,29.9,2.1,84,37.7,29
1511,61,1980,104133,2.21,-302.0,22.6,3.52,193,93.8,189
2663,111,2019,23310715,3.87,4000.0,15.0,7.27,18,16.4,57
359,14,2018,383071,1.94,1200.0,24.0,2.53,17,45.6,178
1564,63,1985,5470702,2.35,-16665.0,17.8,6.59,22,24.7,92
3679,156,2019,9321018,2.42,-20000.0,22.1,3.61,67,27.2,96
476,19,1980,897868,3.91,3549.0,15.7,6.35,2,18.4,150
3277,135,1980,5583165,2.52,-26957.0,16.8,7.25,29,35.8,89
603,24,1970,268627,3.12,853.0,15.7,6.97,67,19.7,167
4080,173,1995,21931084,2.24,-454.0,22.0,3.25,25,87.0,41
1856,74,1955,1540956,1.89,-7788.0,22.0,4.22,142,28.7,122
958,37,1980,685405,1.07,-243.0,28.3,2.29,74,58.6,154
2405,99,1990,4365564,0.7,-16906.0,29.9,2.64,133,46.7,111
1783,72,1965,2823650,0.23,-21167.0,27.5,4.01,41,46.8,95
1354,55,1965,405259,2.11,1056.0,19.0,6.2,40,14.4,156
3873,165,1960,1603258,3.28,6004.0,21.7,6.2,3,46.4,127
859,32,2017,4949954,1.03,4200.0,31.7,1.83,97,77.9,120
3420,141,1980,230546,3.58,-483.0,16.3,7.04,8,10.6,174
1347,55,2000,1317703,3.15,-914.0,16.5,5.95,130,44.7,149
2175,89,1975,7556026,2.82,-3800.0,17.0,7.2,13,16.3,67
2114,87,2010,3123816,-1.35,-30186.0,40.6,1.42,50,66.8,135
3399,140,1995,1991131,-0.15,-3492.0,36.2,1.33,99,50.6,142
2000,81,1955,1890854,2.36,-2.0,19.4,5.94,8,7.6,116
3276,135,1985,6471327,3.0,-17022.0,16.4,7.25,34,37.6,86
964,38,2020,10708981,0.18,22011.0,43.2,1.64,139,73.5,86
3280,135,1965,3682876,2.81,10000.0,17.7,7.1,19,26.4,96
40,2,2016,40551392,2.07,-10000.0,27.7,2.98,17,71.6,33
629,26,2016,23926551,2.7,-4800.0,18.3,4.88,51,54.1,54
4021,170,2016,3424129,0.36,-3000.0,35.2,2.0,20,95.7,133
2241,93,2005,12775516,3.14,-13422.0,16.5,6.85,10,32.1,68
2340,96,1955,570648,2.96,532.0,16.9,5.9,281,31.6,146
2907,121,1970,13459794,2.82,-9780.0,17.6,6.55,11,56.9,39
1006,40,2010,5554844,0.49,17598.0,40.6,1.85,131,86.8,111
608,25,2019,16486542,1.46,-30000.0,24.3,2.66,93,23.8,70
832,31,1985,2054312,2.93,420.0,17.0,5.8,6,54.1,135
901,34,1995,4616766,-0.68,-28716.0,37.9,1.52,83,52.3,111
434,17,2010,10048590,1.71,-13540.0,22.9,3.4,9,65.6,82
1580,65,1995,761291,0.48,-11573.0,21.7,3.08,4,29.1,158
2138,88,1980,364038,0.56,2369.0,35.0,1.49,141,80.0,162
4064,172,1985,129984,2.37,-801.0,17.7,5.4,11,16.7,187
1779,72,1985,3510979,0.73,-12186.0,26.9,2.83,51,57.1,118
1669,68,1995,10349302,-0.05,19996.0,37.5,1.74,114,65.2,70
3264,134,1955,3558155,2.65,5258.0,18.8,7.18,2,26.0,84
230,8,1955,6953406,0.05,-15600.0,35.1,2.1,84,64.2,59
1776,72,2000,3783103,1.04,16976.0,31.8,1.9,55,60.2,123
1930,78,2019,117606,1.52,-800.0,22.5,3.75,145,56.2,193
1967,80,2018,6304030,1.85,-4000.0,25.3,3.24,33,35.4,112
3693,156,1965,2487976,3.58,10667.0,18.6,6.8,18,35.2,117
2320,95,1965,985910,3.0,-364.0,17.4,6.79,1,10.2,143
